0.00 0.00000000E+00 0.00
0.01 0.00000000E+00 0.00
0.02 0.00000000E+00 0.00
0.03 0.00000000E+00 0.00
0.04 0.00000000E+00 0.00
0.05 0.00000000E+00 0.00
0.06 0.00000000E+00 0.00
0.07 0.00000000E+00 0.00
0.08 0.00000000E+00 0.00
0.09 0.00000000E+00 0.00
0.10 0.00000000E+00 0.00
0.11 0.00000000E+00 0.00
0.12 0.00000000E+00 0.00
0.13 0.00000000E+00 0.00
0.14 0.00000000E+00 0.00
0.15 0.00000000E+00 0.00
0.16 0.00000000E+00 0.00
0.17 0.00000000E+00 0.00
0.18 0.00000000E+00 0.00
0.19 0.00000000E+00 0.00
0.20 0.00000000E+00 0.00
0.21 0.00000000E+00 0.00
0.22 0.00000000E+00 0.00
0.23 0.00000000E+00 0.00
0.24 0.00000000E+00 0.00
0.25 0.00000000E+00 0.00
0.26 0.00000000E+00 0.00
0.27 0.00000000E+00 0.00
0.28 0.00000000E+00 0.00
0.29 0.00000000E+00 0.00
0.30 0.00000000E+00 0.00
0.31 7.41731392E-08 0.00
0.32 1.18388108E-06 0.00
0.33 5.96909192E-06 0.00
0.34 1.87582025E-05 0.00
0.35 4.54622498E-05 0.00
0.36 9.34298487E-05 0.00
0.37 1.71265825E-04 0.00
0.38 2.88617264E-04 0.00
0.39 4.55931355E-04 0.00
0.40 6.84190032E-04 0.00
0.41 9.84626846E-04 0.00
0.42 1.36843195E-03 0.00
0.43 1.84645127E-03 0.00
0.44 2.42888620E-03 0.00
0.45 3.12500000E-03 0.00
0.46 3.94283711E-03 0.00
0.47 4.88896141E-03 0.00
0.48 5.96821893E-03 0.00
0.49 7.18353015E-03 0.00
0.50 8.53571668E-03 0.00
0.51 1.00233659E-02 0.00
0.52 1.16427373E-02 0.00
0.53 1.33877121E-02 0.00
0.54 1.52497891E-02 0.00
0.55 1.72181256E-02 0.00
0.56 1.92796249E-02 0.00
0.57 2.14190686E-02 0.00
0.58 2.36192911E-02 0.00
0.59 2.58613944E-02 0.00
0.60 2.81250000E-02 0.00
0.61 3.03885314E-02 0.00
0.62 3.26295250E-02 0.00
0.63 3.48249623E-02 0.00
0.64 3.69516169E-02 0.00
0.65 3.89864122E-02 0.00
0.66 4.09067811E-02 0.00
0.67 4.26910221E-02 0.00
0.68 4.43186455E-02 0.00
0.69 4.57707027E-02 0.00
0.70 4.70300933E-02 0.00
0.71 4.80818430E-02 0.00
0.72 4.89133491E-02 0.00
0.73 4.95145873E-02 0.00
0.74 4.98782767E-02 0.00
0.75 5.00000000E-02 0.00
0.76 4.98782767E-02 0.00
0.77 4.95145873E-02 0.00
0.78 4.89133491E-02 0.00
0.79 4.80818430E-02 0.00
0.80 4.70300933E-02 0.00
0.81 4.57707027E-02 0.00
0.82 4.43186455E-02 0.00
0.83 4.26910221E-02 0.00
0.84 4.09067811E-02 0.00
0.85 3.89864122E-02 0.00
0.86 3.69516169E-02 0.00
0.87 3.48249623E-02 0.00
0.88 3.26295250E-02 0.00
0.89 3.03885314E-02 0.00
0.90 2.81250000E-02 0.00
0.91 2.58613944E-02 0.00
0.92 2.36192911E-02 0.00
0.93 2.14190686E-02 0.00
0.94 1.92796249E-02 0.00
0.95 1.72181256E-02 0.00
0.96 1.52497891E-02 0.00
0.97 1.33877121E-02 0.00
0.98 1.16427373E-02 0.00
0.99 1.00233659E-02 0.00
1.00 8.53571668E-03 0.00
1.01 7.18353015E-03 0.00
1.02 5.96821893E-03 0.00
1.03 4.88896141E-03 0.00
1.04 3.94283711E-03 0.00
1.05 3.12500000E-03 0.00
1.06 2.42888620E-03 0.00
1.07 1.84645127E-03 0.00
1.08 1.36843195E-03 0.00
1.09 9.84626846E-04 0.00
1.10 6.84190032E-04 0.00
1.11 4.55931355E-04 0.00
1.12 2.88617264E-04 0.00
1.13 1.71265825E-04 0.00
1.14 9.34298487E-05 0.00
1.15 4.54622498E-05 0.00
1.16 1.87582025E-05 0.00
1.17 5.96909192E-06 0.00
1.18 1.18388108E-06 0.00
1.19 7.41731392E-08 0.00
1.20 0.00000000E+00 0.00
1.21 0.00000000E+00 0.00
1.22 0.00000000E+00 0.00
1.23 0.00000000E+00 0.00
1.24 0.00000000E+00 0.00
1.25 0.00000000E+00 0.00
1.26 0.00000000E+00 0.00
1.27 0.00000000E+00 0.00
1.28 0.00000000E+00 0.00
1.29 0.00000000E+00 0.00
1.30 0.00000000E+00 0.00
1.31 0.00000000E+00 0.00
1.32 0.00000000E+00 0.00
1.33 0.00000000E+00 0.00
1.34 0.00000000E+00 0.00
1.35 0.00000000E+00 0.00
1.36 0.00000000E+00 0.00
1.37 0.00000000E+00 0.00
1.38 0.00000000E+00 0.00
1.39 0.00000000E+00 0.00
1.40 0.00000000E+00 0.00
1.41 0.00000000E+00 0.00
1.42 0.00000000E+00 0.00
1.43 0.00000000E+00 0.00
1.44 0.00000000E+00 0.00
1.45 0.00000000E+00 0.00
1.46 0.00000000E+00 0.00
1.47 0.00000000E+00 0.00
1.48 0.00000000E+00 0.00
1.49 0.00000000E+00 0.00
1.50 0.00000000E+00 0.00
